id,name,cal,fat,carbo,protein,cal2,protein2,fat2,basket
716,럭키사이다,140kcal,0.00g,35.00g,0.00g,140 ,0,0,
717,치즈불닭삼각김밥,200kcal,2.80g,35.00g,6.00g,200 ,6,2,
718,뉴참치마요골드,264kcal,12.00g,30.00g,9.00g,264 ,9,12,
719,듬뿍참치&치즈샌드,405kcal,25.00g,33.00g,12.00g,405 ,12,25,
720,쿠키크림케익,420kcal,13.00g,69.00g,6.00g,420 ,6,13,
721,속초홍게라면,500kcal,19.00g,72.00g,10.00g,500 ,10,19,
722,팔도진미김밥,339kcal,7.00g,53.00g,16.00g,339 ,16,7,
723,가마로강정 달콤한맛,310kcal,18.00g,24.00g,13.00g,310 ,13,18,
724,고기듬뿍 김치제육김밥,320kcal,8.00g,50.00g,12.00g,320 ,12,8,
725,초코렛 마카롱,280kcal,12.00g,38.00g,5.00g,280 ,5,12,
726,실속 참치김밥,229kcal,3.50g,42.00g,8.00g,229 ,8,3,
727,스팸김치볶음밥,180kcal,4.40g,30.00g,5.00g,180 ,5,4,
728,마라훠궈탕면 큰컵,500kcal,24.00g,65.00g,6.00g,500 ,6,24,
729,에그불고기치즈버거,377kcal,21.00g,35.00g,12.00g,377 ,12,21,
730,바다에서 왔닥,85kcal,0.00g,9.60g,12.00g,85 ,12,0,
731,부대소시지 삼각김밥,163kcal,5.00g,25.00g,5.00g,163 ,5,5,
732,바삭치즈불닭,210kcal,6.00g,31.00g,8.00g,210 ,8,6,
733,아이엠 제육밥버거,435kcal,7.00g,79.00g,14.00g,435 ,14,7,
734,치킨칠리누들샐러드,180kcal,1.69g,31.09g,9.22g,180 ,9,1,
735,라이스피넛,210kcal,10.70g,19.00g,9.00g,210 ,9,10,
736,봄날의 체리쥬빌레 샌드위치,297kcal,9.00g,49.00g,5.00g,297 ,5,9,
737,눈꽃소다,160kcal,0.00g,39.00g,1.00g,160 ,1,0,
738,바베큐포크&치즈,336kcal,14.00g,39.00g,13.00g,336 ,13,14,
739,와사비 스테이크 삼각김밥,177kcal,2.50g,33.00g,6.00g,177 ,6,2,
740,로제떡볶이스낵,540kcal,23.00g,77.00g,5.00g,540 ,5,23,
741,모짜치즈볼 로제찜닭샌드,373kcal,17.00g,40.00g,15.00g,373 ,15,17,
742,치즈통소시지김밥,498kcal,22.00g,59.00g,16.00g,498 ,16,22,
743,티라미수,160kcal,5.00g,27.00g,2.00g,160 ,2,5,
744,남도떡갈비정식,825kcal,33.00g,100.00g,32.00g,825 ,32,33,
745,카페모카,200kcal,6.00g,30.00g,7.00g,200 ,7,6,
746,모히또레몬라임,105kcal,0.00g,16.00g,0.00g,105 ,0,0,
747,고기듬뿍 보양하오리,547kcal,11.00g,96.00g,16.00g,547 ,16,11,
748,통햄김볶 삼각김밥,179kcal,3.40g,33.00g,4.00g,179 ,4,3,
749,누들떡볶이 로제크림,476kcal,8.00g,91.00g,10.00g,476 ,10,8,
750,꽉찬단팥빵,449kcal,6.00g,89.00g,12.00g,449 ,12,6,
751,우삼겹김치김밥,361kcal,10.00g,57.00g,11.00g,361 ,11,10,
752,펭럽유 초코,250kcal,9.00g,34.00g,8.00g,250 ,8,9,
753,매콤쭈삼,197kcal,3.20g,36.00g,6.00g,197 ,6,3,
754,진진많도시락,800kcal,26.00g,108.00g,31.00g,800 ,31,26,
755,페퍼로니 모짜치즈,454kcal,19.00g,50.00g,21.00g,454 ,21,19,
756,초코넛츠뚱카롱,367kcal,9.70g,65.00g,4.80g,367 ,4,9,
757,흑당라떼 샌드위치,389kcal,13.00g,63.00g,6.00g,389 ,6,13,
758,마늘근위볶음,285kcal,13.00g,5.00g,36.00g,285 ,36,13,
759,치킨몬스터,1058kcal,38.00g,142.00g,36.00g,1058 ,36,38,
760,맛있겠쥬? 닭갈비,759kcal,19.00g,111.00g,36.00g,759 ,36,19,
761,제육불고기도시락,736kcal,28.00g,86.00g,35.00g,736 ,35,28,
762,단짠풍미 돼지불고기,158kcal,2.00g,29.00g,6.00g,158 ,6,2,
763,집밥은 씨유 가쓰오장국,12kcal,0.00g,3.00g,0.00g,12 ,0,0,
764,쌀대롱,565kcal,19.00g,91.00g,8.00g,565 ,8,19,
765,라면득템,465kcal,15.00g,71.00g,11.00g,465 ,11,15,
766,감자치즈그라탕,109kcal,5.00g,13.00g,3.00g,109 ,3,5,
767,팔도한끼 불고기덮밥,571kcal,7.00g,98.00g,29.00g,571 ,29,7,
768,화해당 게딱지장,185kcal,5.00g,30.00g,5.00g,185 ,5,5,
769,춘천식 닭갈비김밥,338kcal,10.00g,50.00g,12.00g,338 ,12,10,
770,아임파인샌드위치,352kcal,10.00g,59.00g,6.00g,352 ,6,10,
771,달달마카롱,325kcal,17.00g,39.00g,4.00g,325 ,4,17,
772,부대소시지김밥,391kcal,13.00g,55.00g,15.00g,391 ,15,13,
773,핫새김밥,420kcal,20.00g,49.00g,11.00g,420 ,11,20,
774,춘식이 커피,324kcal,8.00g,51.00g,12.00g,324 ,12,8,
775,GS 베이컨 햄치즈 샌드위치,295kcal,15.00g,29.00g,11.00g,295 ,11,15,
776,GS 왕새우칩,291kcal,13.00g,36.00g,2.00g,291 ,2,13,
777,참치꼬마김밥,446kcal,18.00g,53.00g,18.00g,446 ,18,18,
778,키토 고추장,21kcal,0.81g,3.24g,1.14g,21 ,1,0,
779,쫀득 롤케익 플레인,467kcal,25.00g,52.00g,8.00g,467 ,8,25,
780,Big 참치마요 삼각김밥,312kcal,8.00g,52.00g,8.00g,312 ,8,8,
781,뻥이요 카라멜,425kcal,15.00g,69.00g,4.00g,425 ,4,15,
782,마롱피낭시에,175kcal,10.00g,18.00g,3.00g,175 ,3,10,
783,김치만두유부초밥,456kcal,16.00g,64.00g,14.00g,456 ,14,16,
784,제주 흑돼지 비빔밥,925kcal,25.00g,140.00g,35.00g,925 ,35,25,
785,고들빼기 두루치기 덮밥,475kcal,7.00g,85.00g,18.00g,475 ,18,7,
786,참치마요 유부 밥바,304kcal,8.00g,49.00g,9.00g,304 ,9,8,
787,야키토리묵 닭조림 삼각,180kcal,1.30g,37.00g,5.00g,180 ,5,1,
788,제주 흑돼지 두루치기 김밥,316kcal,8.00g,48.00g,13.00g,316 ,13,8,
789,김치콩나물국,15kcal,0.00g,3.00g,1.00g,15 ,1,0,
790,주먹왕 한돈불고기,379kcal,4.30g,71.00g,14.00g,379 ,14,4,
791,3xl 서울식 소불고기,266kcal,6.00g,44.00g,9.00g,266 ,9,6,
792,흑임자빙수,393kcal,9.00g,72.00g,6.00g,393 ,6,9,
793,한우버거,478kcal,18.00g,49.00g,30.00g,478 ,30,18,
794,햄참치게맛살 샌드위치,391kcal,23.00g,36.00g,10.00g,391 ,10,23,
795,햄계란말이김밥,424kcal,12.00g,63.00g,16.00g,424 ,16,12,
796,모짜펄 닭가슴살 미니샐러드,113kcal,5.00g,9.00g,8.00g,113 ,8,5,
797,백종원 소시지 김치덮밥,445kcal,9.00g,81.00g,10.00g,445 ,10,9,
798,흑임자 치킨 미니 샐러드,118kcal,6.00g,8.00g,8.00g,118 ,8,6,
799,치킨마요덮밥,709kcal,17.00g,110.00g,29.00g,709 ,29,17,
800,꾸덕한 커스터드 크림슈,309kcal,21.00g,24.00g,6.00g,309 ,6,21,
801,NEW 햄치즈 샌드위치,295kcal,12.00g,30.00g,12.00g,295 ,12,12,
802,간장불고기 도시락,730kcal,22.00g,98.00g,35.00g,730 ,35,22,
803,백종원의 빽햄 김치볶음,203kcal,7.00g,30.00g,9.00g,203 ,9,7,
804,풍성한 제육볶음 주먹밥,231kcal,3.40g,43.00g,7.00g,231 ,7,3,
805,백종원 반반 참치불고기 김밥,383kcal,7.00g,65.00g,15.00g,383 ,15,7,
806,불고기 전주비빔 주먹밥,279kcal,7.00g,46.00g,8.00g,279 ,8,7,
807,고소한 치즈팝콘,410kcal,25.00g,40.00g,6.00g,410 ,6,25,
808,고기 산적 김밥,488kcal,16.00g,66.00g,20.00g,488 ,20,16,
809,빅 클래식 불고기버거,601kcal,29.00g,58.00g,27.00g,601 ,27,29,
810,한판도시락,855kcal,35.00g,106.00g,29.00g,855 ,29,35,
811,스페셜 찬 도시락,703kcal,23.00g,95.00g,29.00g,703 ,29,23,
812,어른오트,155kcal,6.00g,22.00g,3.60g,155 ,3,6,
813,마라볶음면,465kcal,4.40g,95.00g,12.00g,465 ,12,4,
814,유부&김밥세트,424kcal,8.00g,76.00g,12.00g,424 ,12,8,
815,고기김밥,318kcal,6.00g,54.00g,12.00g,318 ,12,6,
816,두부된장국,15kcal,0.00g,3.00g,1.00g,15 ,1,0,
817,치즈쿠키,125kcal,6.00g,16.00g,1.00g,125 ,1,6,
818,새우버거,372kcal,16.00g,47.00g,10.00g,372 ,10,16,
819,작은별 초코스낵,475kcal,25.00g,56.00g,6.00g,475 ,6,25,
820,치킨치즈모닝머핀,375kcal,15.00g,42.00g,18.00g,375 ,18,15,
821,곱창철판볶음밥,561kcal,17.00g,92.00g,10.00g,561 ,10,17,
822,고추참치 비빔우동,505kcal,13.00g,84.00g,13.00g,505 ,13,13,
823,딥치즈베이컨버거,473kcal,29.00g,38.00g,15.00g,473 ,15,29,
824,베이컨에그샌드위치,306kcal,14.00g,36.00g,9.00g,306 ,9,14,
825,봄나물비빔밥 삼각김밥,163kcal,2.10g,32.00g,4.00g,163 ,4,2,
826,채식주의 샐러드볼,422kcal,18.00g,39.00g,26.00g,422 ,26,18,
827,콤비네이션피자,305kcal,10.00g,37.00g,17.00g,305 ,17,10,
828,치즈불고기 버거,710kcal,42.00g,61.00g,22.00g,710 ,22,42,
829,사과조림 프렌치토스트,460kcal,12.00g,78.00g,10.00g,460 ,10,12,
830,통리챔김볶,168kcal,1.80g,33.00g,5.00g,168 ,5,1,
831,자케 브라우니,129kcal,7.20g,14.00g,2.00g,129 ,2,7,
832,가쓰오우동,220kcal,2.20g,45.00g,5.00g,220 ,5,2,
833,쫄깃한 편육,455kcal,32.00g,2.00g,39.00g,455 ,39,32,
834,초코프레첼,190kcal,5.00g,32.00g,3.00g,190 ,3,5,
835,프로틴볼스,175kcal,9.00g,14.00g,9.00g,175 ,9,9,
836,퀴노아바질샐러드,111kcal,2.10g,16.00g,7.00g,111 ,7,2,
837,백종원 더블닭갈비,292kcal,3.60g,55.00g,10.00g,292 ,10,3,
838,마늘족반 불족반,584kcal,24.00g,35.00g,57.00g,584 ,57,24,
839,불똥집 짜글이,295kcal,5.00g,45.00g,17.00g,295 ,17,5,
840,새우유부초밥,463kcal,15.00g,69.00g,13.00g,463 ,13,15,
841,치킨버거,584kcal,20.00g,77.00g,24.00g,584 ,24,20,
842,불향가득 간장불고기,264kcal,4.00g,47.00g,10.00g,264 ,10,4,
843,초코마카롱,180kcal,6.00g,30.00g,3.00g,180 ,3,6,
844,빅통모짜 비프 버거,567kcal,31.00g,51.00g,21.00g,567 ,21,31,
845,상하이 스파이시 치킨버거,489kcal,25.00g,51.00g,15.00g,489 ,15,25,
846,깍두기 철판 볶음밥,500kcal,16.00g,81.00g,8.00g,500 ,8,16,
847,매콤 불고기 김밥,318kcal,6.00g,54.00g,12.00g,318 ,12,6,
848,김치우동,350kcal,3.60g,74.00g,6.00g,350 ,6,3,
849,쫀득롤케익 플레인,465kcal,25.00g,52.00g,8.00g,465 ,8,25,
850,2XL 삼겹볶음,292kcal,8.00g,46.00g,9.00g,292 ,9,8,
851,카프레제 모타렐라 샌드,395kcal,21.00g,34.00g,17.00g,395 ,17,21,
852,The 부드러운 와사비 크래미 샌드위치,269kcal,9.00g,40.00g,7.00g,269 ,7,9,
853,남도 떡갈비 정식,825kcal,33.00g,100.00g,32.00g,825 ,32,33,
854,고메 함박스테이크,739kcal,31.00g,88.00g,27.00g,739 ,27,31,
855,참치김치,146kcal,1.60g,30.00g,3.00g,146 ,3,1,
856,커스터드 찰떡꼬치,447kcal,76.30g,91.60g,6.20g,447 ,6,76,
857,스팸밥바,273kcal,9.00g,39.00g,9.00g,273 ,9,9,
858,우유생크림 케이크,575kcal,33.00g,61.00g,7.00g,575 ,7,33,
859,치즈맛라면,380kcal,12.00g,61.00g,7.00g,380 ,7,12,
860,딸기우유,315kcal,12.30g,42.00g,9.30g,315 ,9,12,
861,매콤담백 참치김치볶음 삼각김밥,180kcal,3.60g,31.00g,6.00g,180 ,6,3,
862,김치두루치기 김밥,380kcal,8.00g,66.00g,11.00g,380 ,11,8,
863,보성녹돈 불고기 정식,777kcal,21.00g,116.00g,31.00g,777 ,31,21,
864,오븐에 구운 도넛,175kcal,7.00g,26.00g,2.00g,175 ,2,7,
865,큐브티라미수,440kcal,21.00g,56.00g,5.00g,440 ,5,21,
866,와사비참치김밥,354kcal,10.00g,52.00g,14.00g,354 ,14,10,
867,리얼초코스콘,456kcal,22.00g,60.00g,6.00g,456 ,6,22,
868,크림치즈프레즐,279kcal,6.00g,48.00g,8.00g,279 ,8,6,
869,핫돈까스김밥,534kcal,14.00g,87.00g,15.00g,534 ,15,14,
870,저지방우유,120kcal,3.00g,14.00g,9.00g,120 ,9,3,
871,매콤돈까스,379kcal,11.00g,61.00g,9.00g,379 ,9,11,
872,야키토리묵 츠쿠네산도,477kcal,21.00g,51.00g,21.00g,477 ,21,21,
873,더블닭갈비김밥,356kcal,8.00g,58.00g,13.00g,356 ,13,8,
874,2XL 소불고기,268kcal,3.60g,51.00g,8.00g,268 ,8,3,
875,백종원 모닝샌드위치,319kcal,11.00g,46.00g,9.00g,319 ,9,11,
876,치아바타 피자샌드 바베큐치킨,420kcal,31.00g,25.00g,10.00g,420 ,10,31,
877,몽골리안 정식,812kcal,32.00g,110.00g,21.00g,812 ,21,32,
878,떡갈비전주비빔밥 삼각김밥,235kcal,7.00g,38.00g,5.00g,235 ,5,7,
879,꿀젤리,368kcal,0.00g,85.00g,6.00g,368 ,6,0,
880,리코타치즈샐러드,197kcal,13.00g,14.00g,6.00g,197 ,6,13,
