id,name,cal,fat,carbo,protein,cal2,protein2,fat2,basket
57,치즈함박스테이크,723kcal,31.00g,77.00g,35.00g,723 ,35,31,
58,감동란,63kcal,3.60g,2.00g,6.00g,63 ,6,3,
59,숯불에 구운 닭갈비,282kcal,10.00g,13.00g,35.00g,282 ,35,10,
60,불고기덮밥,490kcal,10.00g,77.00g,23.00g,490 ,23,10,
61,1등급계란으로 만든 구운란,45kcal,2.40g,1.00g,5.00g,45 ,5,2,
62,통밀햄샌드위치,329kcal,13.00g,33.00g,20.00g,329 ,20,13,
63,머루포도,59kcal,0.30g,14.90g,0.80g,59 ,0,0,1
64,통밀 베이컨 샌드위치,335kcal,11.00g,38.00g,21.00g,335 ,21,11,1
65,시원한 바지락 칼국수,275kcal,1.50g,55.00g,11.00g,275 ,11,1,1
66,김치제육,699kcal,15.00g,113.00g,28.00g,699 ,28,15,1
67,돼지고기덮밥,598kcal,10.00g,100.00g,27.00g,598 ,27,10,1
68,훈제대란,70kcal,4.70g,0.00g,7.00g,70 ,7,4,1
69,버터바,85kcal,3.00g,12.00g,2.00g,85 ,2,3,1
70,케이준 치킨텐더 샌드위치,462kcal,26.00g,42.00g,15.00g,462 ,15,26,1
71,정통왕김밥,417kcal,13.00g,63.00g,12.00g,417 ,12,13,1
72,마제소바,460kcal,9.00g,82.00g,14.00g,460 ,14,9,1
73,훈제대란,60kcal,4.20g,0.00g,6.00g,60 ,6,4,1
74,봄나물비빔밥,494kcal,8.00g,90.00g,16.00g,494 ,16,8,1
75,소고기고추장김밥,333kcal,9.00g,52.00g,11.00g,333 ,11,9,1
76,잘 차린 정찬한판,794kcal,34.00g,95.00g,27.00g,794 ,27,34,1
77,을지로라면볶음밥(짜장맛),550kcal,18.00g,85.00g,12.00g,550 ,12,18,1
78,훈제 닭가슴살 샐러드,125kcal,2.14g,13.62g,12.53g,125 ,12,2,1
79,도토리묵사발,181kcal,4.50g,33.00g,2.00g,181 ,2,4,
80,쫀득한 마카롱,298kcal,16.00g,45.00g,3.00g,298 ,3,16,
81,불타는 어묵김밥,333kcal,5.00g,60.00g,12.00g,333 ,12,5,
82,계란 샌드위치,441kcal,29.00g,34.00g,11.00g,441 ,11,29,
83,백종원 돼지고기 덮밥,598kcal,10.00g,100.00g,27.00g,598 ,27,10,
84,참치마요,189kcal,4.10g,34.00g,4.00g,189 ,4,4,
85,크랩토핑 유부초밥,438kcal,10.00g,75.00g,12.00g,438 ,12,10,
86,매콤달달 김치제육,172kcal,2.20g,33.00g,5.00g,172 ,5,2,
87,유산슬덮밥,486kcal,6.00g,93.00g,15.00g,486 ,15,6,
88,연세우유생크림빵,401kcal,25.00g,38.00g,6.00g,401 ,6,25,
89,이건가요? 샌드위치,405kcal,13.00g,61.00g,11.00g,405 ,11,13,
90,정성가득 비빔밥,522kcal,11.00g,88.00g,18.00g,522 ,18,11,
91,햄치즈&크랩 샌드위치,494kcal,26.00g,53.00g,12.00g,494 ,12,26,
92,두루치기정식 도시락,705kcal,25.00g,91.00g,29.00g,705 ,29,25,
93,콤비네이션 사각피자,280kcal,10.00g,34.00g,14.00g,280 ,14,10,
94,킬바사 후랑크,276kcal,22.90g,6.40g,10.80g,276 ,10,22,
95,크림단팥빵,521kcal,20.00g,76.00g,9.00g,521 ,9,20,
96,치킨 앤 에그콥 샐러드,80kcal,2.05g,7.35g,7.99g,80 ,7,2,
97,고진많 도시락,757kcal,25.00g,101.00g,32.00g,757 ,32,25,
98,열무비빔밥,506kcal,11.00g,83.00g,19.00g,506 ,19,11,
99,볶음김치김밥,349kcal,13.00g,47.00g,11.00g,349 ,11,13,
100,새우튀김롤,498kcal,22.00g,64.00g,11.00g,498 ,11,22,
101,햄치즈 치아바타,456kcal,20.00g,46.00g,23.00g,456 ,23,20,
102,우삼겹 정식,907kcal,47.00g,97.00g,24.00g,907 ,24,47,
103,가쓰오 올린 계란말이,60kcal,3.50g,4.00g,4.00g,60 ,4,3,
104,간이 되어있는 반숙계란,59kcal,3.56g,0.78g,6.05g,59 ,6,3,
105,치킨마요 삼각김밥,212kcal,8.00g,30.00g,5.00g,212 ,5,8,
106,수육삼겹족발보쌈,280kcal,18.00g,6.00g,23.00g,280 ,23,18,
107,신선 야채 김밥,356kcal,8.00g,60.00g,11.00g,356 ,11,8,
108,리치참치마요,319kcal,7.00g,53.00g,11.00g,319 ,11,7,
109,햄에그샌드위치,260kcal,12.00g,30.00g,8.00g,260 ,8,12,
110,수퍼롱 치즈김밥,440kcal,4.30g,88.00g,13.00g,440 ,13,4,
111,햄치즈에그 토스트,389kcal,17.00g,44.00g,16.00g,389 ,16,17,
112,쫄깃한 편육,607kcal,43.00g,3.00g,52.00g,607 ,52,43,
113,깻잎불곱창 삼각김밥,260kcal,8.00g,41.00g,6.00g,260 ,6,8,
114,불고기버거,576kcal,26.50g,63.50g,20.80g,576 ,20,26,
115,케이준 치킨 샐러드,185kcal,8.00g,13.00g,6.00g,185 ,6,8,
116,3단 참치샐러드샌드,370kcal,20.00g,37.00g,10.00g,370 ,10,20,
117,숯불고기 김밥,422kcal,9.00g,66.00g,18.00g,422 ,18,9,
118,갈릭 감바스 미니 샐러드,95kcal,4.80g,6.00g,7.00g,95 ,7,4,
119,Full 깻잎덮은 매콤닭갈비,249kcal,5.00g,44.00g,7.00g,249 ,7,5,
120,계란말이밥바,300kcal,12.00g,37.00g,11.00g,300 ,11,12,
121,참치감자짜글이,164kcal,1.80g,32.00g,5.00g,164 ,5,1,
122,닭고기덮밥,701kcal,21.00g,101.00g,27.00g,701 ,27,21,
123,닭갈비 철판볶음밥,542kcal,14.00g,93.00g,11.00g,542 ,11,14,
124,백종원의 열탄불고기 (245g),376kcal,8.00g,60.00g,16.00g,376 ,16,8,
125,크렌베리스콘,222kcal,9.00g,30.00g,3.00g,222 ,3,9,
126,닭가슴살샌드위치,386kcal,14.00g,51.00g,14.00g,386 ,14,14,
127,우유팥빙수,120kcal,1.60g,24.00g,2.00g,120 ,2,1,
128,바로먹는 꿀고구마,220kcal,0.20g,53.20g,1.40g,220 ,1,0,
129,통밀 햄,329kcal,13.00g,33.00g,20.00g,329 ,20,13,
130,에그마요 포켓샌드,299kcal,15.00g,32.00g,9.00g,299 ,9,15,
131,스모크닭가슴살샐러드,85kcal,0.50g,12.00g,7.00g,85 ,7,0,
132,Big 헤이즐넛향,100kcal,0.00g,24.00g,0.00g,100 ,0,0,
133,제육쌈밥 삼각김밥,207kcal,4.50g,32.00g,10.00g,207 ,10,4,
134,스크램블&소시지샌드위치,518kcal,34.00g,43.00g,10.00g,518 ,10,34,
135,치킨 도시락,704kcal,30.00g,85.00g,25.00g,704 ,25,30,
136,베이컨 치즈 에그 샌드위치,380kcal,20.00g,36.00g,14.00g,380 ,14,20,
137,더큰 참치마요네즈 삼각김밥,360kcal,20.00g,36.00g,9.00g,360 ,9,20,
138,전주비빔김밥,345kcal,9.00g,53.00g,11.00g,345 ,11,9,
139,스팸참치김치볶음밥,192kcal,8.00g,25.00g,5.00g,192 ,5,8,
140,돈까스김밥,477kcal,17.00g,68.00g,13.00g,477 ,13,17,
141,사천왕 마라탕면 큰컵,440kcal,18.00g,65.00g,4.00g,440 ,4,18,
142,곱창 철판 볶음밥,561kcal,17.00g,92.00g,10.00g,561 ,10,17,
143,리챔참치마요,395kcal,13.00g,55.00g,15.00g,395 ,15,13,
144,데리야끼 닭꼬치로 야식어때?,214kcal,10.00g,17.00g,14.00g,214 ,14,10,
145,대게딱지장,185kcal,4.10g,33.00g,4.00g,185 ,4,4,
146,복숭아아이스티,120kcal,0.00g,30.00g,0.00g,120 ,0,0,
147,생연어초밥,199kcal,7.00g,22.00g,12.00g,199 ,12,7,
148,반숙에그 샌드위치,425kcal,21.00g,44.00g,15.00g,425 ,15,21,
149,우유,130kcal,8.00g,9.00g,6.00g,130 ,6,8,
150,11가지 찬많은 도시락,850kcal,34.00g,107.00g,29.00g,850 ,29,34,
151,초코마들렌,149kcal,9.00g,15.00g,2.00g,149 ,2,9,
152,로제치킨리조또,308kcal,13.00g,37.00g,11.00g,308 ,11,13,
153,잠발라야 스모크 닭다리,310kcal,13.00g,13.00g,35.00g,310 ,35,13,
154,치즈닭갈비덮밥,581kcal,15.00g,90.00g,22.00g,581 ,22,15,
155,LA면,455kcal,13.00g,75.00g,9.00g,455 ,9,13,
156,바바리안 크림치즈,375kcal,13.00g,55.00g,8.00g,375 ,8,13,
157,코코넛 쿠키,190kcal,11.00g,21.00g,2.00g,190 ,2,11,
158,돼지불백 도시락,555kcal,9.00g,95.00g,22.00g,555 ,22,9,
159,리코타닭가슴살에그샐러드,90kcal,4.49g,7.59g,4.88g,90 ,4,4,
160,스팸컵밥,355kcal,11.00g,56.00g,8.00g,355 ,8,11,
161,콘치즈그라탕,425kcal,28.00g,34.00g,9.00g,425 ,9,28,
162,통밀칠리치킨 샌드위치,402kcal,14.00g,47.00g,22.00g,402 ,22,14,
163,에그포테이토 샌드위치,426kcal,22.00g,48.00g,9.00g,426 ,9,22,
164,스팸김치볶음 김밥,447kcal,19.00g,55.00g,14.00g,447 ,14,19,
165,치즈계란김밥,386kcal,10.00g,60.00g,14.00g,386 ,14,10,
166,쫄깃쫄깃 훈제 닭다리,175kcal,8.00g,2.00g,24.00g,175 ,24,8,
167,고기듬뿍 김치제육,557kcal,13.00g,86.00g,24.00g,557 ,24,13,
168,알래스카연어샌드위치,338kcal,14.00g,42.00g,10.00g,338 ,10,14,
169,김치참치 삼각김밥,164kcal,1.80g,33.00g,4.00g,164 ,4,1,
170,제로 자몽블랙티,0kcal,0.00g,1.40g,0.00g,0 ,0,0,
171,아이돌인기샌드위치,526kcal,26.00g,62.00g,10.00g,526 ,10,26,
172,김치볶음밥김밥,340kcal,8.00g,56.00g,11.00g,340 ,11,8,
173,충무김밥,390kcal,6.00g,69.00g,15.00g,390 ,15,6,
174,호밀햄치즈샌드위치,394kcal,11.00g,62.00g,12.00g,394 ,12,11,
175,계란듬뿍 샌드위치,330kcal,22.00g,24.00g,9.00g,330 ,9,22,
176,강된장비빔김밥,354kcal,10.00g,57.00g,9.00g,354 ,9,10,
177,돔베고기 도시락,715kcal,15.00g,109.00g,35.00g,715 ,35,15,
178,빅사이즈 불고기버거,646kcal,36.00g,61.00g,20.00g,646 ,20,36,
179,삼겹살김밥,338kcal,10.00g,51.00g,11.00g,338 ,11,10,
180,돈불고기 비빔밥,539kcal,11.00g,93.00g,17.00g,539 ,17,11,
181,통밀 햄&감자,365kcal,13.00g,49.00g,13.00g,365 ,13,13,
182,수란덮밥,445kcal,7.00g,80.00g,16.00g,445 ,16,7,
183,구운버터 알감자,140kcal,6.00g,19.00g,3.00g,140 ,3,6,
184,참치김치삼각김밥,180kcal,5.00g,30.00g,4.00g,180 ,4,5,
185,고기듬뿍 김치제육볶음,557kcal,13.00g,86.00g,24.00g,557 ,24,13,
186,속이꽉찬 계란샌드위치,394kcal,22.00g,36.00g,13.00g,394 ,13,22,
187,입안가득 참치비빔,224kcal,8.00g,30.00g,8.00g,224 ,8,8,
188,3xl 리치참치마요,319kcal,7.00g,53.00g,11.00g,319 ,11,7,
189,2XL 로제닭갈비 삼각김밥,247kcal,3.00g,47.00g,8.00g,247 ,8,3,
190,3단참치샐러드 샌드위치,459kcal,27.00g,43.00g,11.00g,459 ,11,27,
191,아이돌 인기 샌드위치 (209g),526kcal,26.00g,62.00g,10.00g,526 ,10,26,
192,틈새오모리김치찌개라면,490kcal,20.00g,69.00g,9.00g,490 ,9,20,
193,초코블랑,217kcal,9.00g,31.00g,3.00g,217 ,3,9,
194,허쉬 쿠앤크 모찌롤,446kcal,26.00g,47.00g,6.00g,446 ,6,26,
195,명가 소갈비 도시락,760kcal,23.00g,115.00g,25.00g,760 ,25,23,
196,등심돈까스 도시락,802kcal,22.00g,116.00g,36.00g,802 ,36,22,
197,가득찬 전주비빔,268kcal,8.00g,43.00g,6.00g,268 ,6,8,
198,데리버거,335kcal,10.00g,47.00g,14.00g,335 ,14,10,
199,떡갈비김밥,389kcal,14.00g,54.00g,11.00g,389 ,11,14,
200,2XL 참치마요,292kcal,8.00g,45.00g,10.00g,292 ,10,8,
201,햄에그치즈샌드위치,394kcal,22.00g,34.00g,15.00g,394 ,15,22,
202,크랩가득 유부초밥,459kcal,15.00g,67.00g,14.00g,459 ,14,15,
203,참치왕 유부초밥,498kcal,18.00g,66.00g,18.00g,498 ,18,18,
204,대왕돈까스,1375kcal,67.00g,157.00g,36.00g,1375 ,36,67,
205,고추장삼겹살덮밥,812kcal,28.00g,119.00g,21.00g,812 ,21,28,
206,매콤짭짤 소고기고추장,170kcal,1.80g,34.00g,4.00g,170 ,4,1,
207,명란계란찜,62kcal,3.50g,2.00g,6.00g,62 ,6,3,
208,빵빵 크림빵,500kcal,19.00g,72.00g,8.00g,500 ,8,19,
209,장충동 부드러운 순살 족발,381kcal,21.00g,0.00g,48.00g,381 ,48,21,
210,닭갈비 삼각김밥,201kcal,5.00g,33.00g,6.00g,201 ,6,5,
211,위대한 치즈소세지,295kcal,25.50g,2.20g,14.30g,295 ,14,25,
212,김혜자 6찬 도시락,576kcal,23.00g,74.00g,19.00g,576 ,19,23,
213,에그모닝 샌드위치,553kcal,41.00g,33.00g,13.00g,553 ,13,41,
214,스팸참치김밥,412kcal,20.00g,49.00g,9.00g,412 ,9,20,
215,볶음 짬뽕면,365kcal,2.00g,73.00g,14.00g,365 ,14,2,
216,고기진짜많구나 도시락,625kcal,21.00g,83.00g,26.00g,625 ,26,21,
217,소고기간장볶음 삼각김밥,225kcal,2.10g,42.00g,7.00g,225 ,7,2,
218,고구마아몬드 샐러드,240kcal,14.00g,26.00g,2.00g,240 ,2,14,
219,콘스낵,614kcal,22.00g,98.00g,6.00g,614 ,6,22,
220,반숙계란,80kcal,4.50g,4.00g,6.00g,80 ,6,4,
221,쿠시마사 돈까스마요,223kcal,7.00g,35.00g,5.00g,223 ,5,7,
222,진간장불고기,453kcal,17.00g,55.00g,20.00g,453 ,20,17,
223,블루베리식빵,345kcal,9.00g,58.00g,7.00g,345 ,7,9,
224,신 제육볶음 김밥,445kcal,13.00g,61.00g,21.00g,445 ,21,13,
225,블랙 아메리카노,15kcal,0.00g,3.00g,1.00g,15 ,1,0,
226,연세우유 메론생크림빵,467kcal,19.00g,66.00g,8.00g,467 ,8,19,
227,대만식연유 샌드위치,395kcal,19.00g,44.00g,12.00g,395 ,12,19,
228,2XL 스팸마요,314kcal,10.00g,49.00g,7.00g,314 ,7,10,
229,백종원의 열탄불고기 (367g),736kcal,28.00g,86.00g,35.00g,736 ,35,28,
230,삼겹살 삼각김밥,195kcal,2.90g,36.00g,6.00g,195 ,6,2,
231,언양식 불고기 김밥,331kcal,5.00g,56.00g,15.00g,331 ,15,5,
232,딸기잼쿠키,286kcal,10.00g,46.00g,4.00g,286 ,4,10,
233,모둠초덮밥,514kcal,8.00g,89.00g,22.00g,514 ,22,8,
234,직화로 구운 불닭봉,195kcal,9.00g,16.00g,12.00g,195 ,12,9,
235,소불고기 도시락,603kcal,18.00g,93.00g,17.00g,603 ,17,18,
236,나쵸살사콤보,295kcal,15.00g,37.00g,4.00g,295 ,4,15,
237,계란과자,420kcal,15.00g,64.00g,6.00g,420 ,6,15,
238,코코넛라떼,215kcal,7.00g,34.00g,4.00g,215 ,4,7,
239,참치김치김밥,300kcal,8.00g,48.00g,9.00g,300 ,9,8,
240,자두에이드,120kcal,0.00g,29.00g,0.00g,120 ,0,0,
241,길거리 토스트,454kcal,14.00g,63.00g,19.00g,454 ,19,14,
242,스팸참치김치 밥버거,414kcal,14.00g,61.00g,11.00g,414 ,11,14,
243,고소한 참치마요 김밥,289kcal,8.00g,46.00g,8.00g,289 ,8,8,
244,벨기에 초코와플,403kcal,19.00g,53.00g,5.00g,403 ,5,19,
245,곱창집볶음밥,183kcal,3.40g,33.00g,5.00g,183 ,5,3,
246,백종원 2xl 치즈 제육,300kcal,8.00g,47.00g,10.00g,300 ,10,8,
247,가마로강정 매콤한맛,340kcal,21.00g,24.00g,14.00g,340 ,14,21,
248,홍게라면,500kcal,19.00g,72.00g,10.00g,500 ,10,19,
249,백종원 콘치즈감자 샌드위치,303kcal,7.00g,53.00g,7.00g,303 ,7,7,
250,펭럽유 딸기우유,225kcal,7.80g,33.00g,6.00g,225 ,6,7,
251,쇠고기미역국,20kcal,0.00g,3.00g,1.00g,20 ,1,0,
252,이천쌀밥정식,701kcal,16.00g,111.00g,29.00g,701 ,29,16,
253,치즈카라멜 팝콘,190kcal,7.00g,30.00g,2.00g,190 ,2,7,
254,더블고기 도시락,500kcal,12.00g,81.00g,17.00g,500 ,17,12,
255,불고기삼각김밥,195kcal,2.50g,35.00g,8.00g,195 ,8,2,
256,치즈불닭김밥,349kcal,7.00g,54.00g,17.00g,349 ,17,7,
257,리얼 훈제 닭가슴살,117kcal,1.90g,2.00g,23.00g,117 ,23,1,
258,치즈불고기버거,552kcal,32.00g,49.00g,17.00g,552 ,17,32,
259,모둠튀김&커리 도시락,736kcal,28.00g,100.00g,21.00g,736 ,21,28,
260,2XL 간장불고기,270kcal,6.00g,45.00g,9.00g,270 ,9,6,
261,2XL 베이컨참치마요,331kcal,11.00g,50.00g,8.00g,331 ,8,11,
262,백종원 완전한판 정식,722kcal,22.00g,100.00g,31.00g,722 ,31,22,
263,불고기김밥,301kcal,6.50g,47.00g,11.00g,301 ,11,6,
264,BELT샌드위치,268kcal,12.00g,32.00g,8.00g,268 ,8,12,
265,리얼 생초코찰떡,113kcal,2.30g,22.00g,1.00g,113 ,1,2,
266,모닝 샌드위치,319kcal,11.00g,46.00g,9.00g,319 ,9,11,
267,참치김치 삼각김밥,146kcal,1.60g,30.00g,3.00g,146 ,3,1,
268,3XL 리치치킨데리마요,351kcal,11.00g,54.00g,9.00g,351 ,9,11,
269,짬뽕밥,415kcal,7.00g,77.00g,11.00g,415 ,11,7,
270,브리오슈 에그버거,346kcal,18.00g,34.00g,12.00g,346 ,12,18,
271,한상차림 도시락,705kcal,12.00g,117.00g,32.00g,705 ,32,12,
272,문어밥,334kcal,3.50g,55.00g,21.00g,334 ,21,3,
273,치즈돈까스김밥,402kcal,11.00g,61.00g,15.00g,402 ,15,11,
274,계란듬뿍 삼각김밥,181kcal,5.00g,28.00g,6.00g,181 ,6,5,
275,오리지날 닭가슴살,235kcal,4.10g,5.00g,45.00g,235 ,45,4,
276,고추장 삼겹살 삼각김밥,194kcal,6.00g,30.00g,6.00g,194 ,6,6,1
277,위대한 단팥빵,410kcal,6.00g,81.00g,11.00g,410 ,11,6,1
278,스팸구이&닭강정 도시락,781kcal,36.00g,94.00g,21.00g,781 ,21,36,1
279,진수성찬 11찬 도시락,809kcal,21.00g,120.00g,35.00g,809 ,35,21,1
280,카라멜맛팝콘,270kcal,10.00g,45.00g,4.00g,270 ,4,10,1
281,등심돈까스 김밥,477kcal,17.00g,68.00g,13.00g,477 ,13,17,1
282,참치김치 덮밥,504kcal,12.00g,85.00g,14.00g,504 ,14,12,1
283,블루레몬에이드,75kcal,0.00g,19.00g,0.00g,75 ,0,0,1
284,점보4단샌드 햄감자&게맛살,383kcal,11.00g,56.00g,15.00g,383 ,15,11,1
285,크림 가득 메론빵,379kcal,15.00g,55.00g,6.00g,379 ,6,15,1
286,신선야채김밥,356kcal,8.00g,60.00g,11.00g,356 ,11,8,1
287,보성녹돈등심돈까스김밥,477kcal,17.00g,68.00g,13.00g,477 ,13,17,1
288,간장불고기 김밥,454kcal,14.00g,63.00g,19.00g,454 ,19,14,1
289,초코블랑,206kcal,10.00g,27.00g,2.00g,206 ,2,10,1
290,3단참치샐러드샌드,332kcal,18.10g,32.80g,9.60g,332 ,9,18,1
291,카페25 아메리카노 블랙,20kcal,0.00g,3.00g,1.60g,20 ,1,0,1
292,오리지날 초코칩쿠키,249kcal,13.00g,31.00g,2.00g,249 ,2,13,1
293,오븐에구운 레몬케이크,204kcal,12.00g,20.00g,4.00g,204 ,4,12,1
294,에그&돈가츠샌드,490kcal,26.00g,48.00g,15.00g,490 ,15,26,1
295,빈스낵,115kcal,2.10g,21.00g,3.00g,115 ,3,2,1
296,바싹불고기&고추장불고기 삼각김밥,366kcal,3.90g,71.00g,11.00g,366 ,11,3,1
297,비프킹샌드위치,237kcal,7.00g,31.00g,13.00g,237 ,13,7,1
298,혜자 도시락,485kcal,8.50g,76.00g,24.00g,485 ,24,8,1
299,치킨시져샐러드,205kcal,12.00g,16.00g,9.00g,205 ,9,12,1
300,점보4단샌드 햄참치,348kcal,8.00g,61.00g,8.00g,348 ,8,8,1
301,주먹왕 참치마요,449kcal,13.00g,71.00g,12.00g,449 ,12,13,1
302,연세우유 초코생크림빵,423kcal,19.00g,55.00g,8.00g,423 ,8,19,1
303,자이언트 떡볶이,513kcal,4.10g,103.00g,16.00g,513 ,16,4,1
304,카라멜러스크,518kcal,18.00g,79.00g,10.00g,518 ,10,18,1
305,불고기 유부초밥,471kcal,7.00g,80.00g,22.00g,471 ,22,7,1
306,2XL 불고기전주,244kcal,4.00g,44.00g,8.00g,244 ,8,4,1
307,닭볶음덮밥,628kcal,8.00g,121.00g,18.00g,628 ,18,8,1
308,토핑 유부초밥,442kcal,14.00g,67.00g,12.00g,442 ,12,14,1
309,대만식 연유샌드위치,395kcal,19.00g,44.00g,12.00g,395 ,12,19,1
310,1974 저지방우유,85kcal,2.60g,10.00g,6.00g,85 ,6,2,1
311,미니초코프레첼,287kcal,11.00g,41.00g,6.00g,287 ,6,11,1
312,햄버터샌드위치,439kcal,31.00g,30.00g,10.00g,439 ,10,31,
313,숯불갈비맛 삼각김밥,195kcal,3.20g,33.00g,9.00g,195 ,9,3,
314,유부박고지김밥,313kcal,5.00g,56.00g,10.00g,313 ,10,5,
315,뉴치즈 스팸 김밥,363kcal,10.00g,58.00g,10.00g,363 ,10,10,
316,리코타 봉봉 샐러드,170kcal,9.00g,18.00g,4.00g,170 ,4,9,
317,엄마의맘 제육볶음 도시락,771kcal,29.00g,93.00g,35.00g,771 ,35,29,
318,크랜베리 단호박 샐러드,215kcal,12.00g,25.00g,2.00g,215 ,2,12,
319,미니 갈릭러스크,312kcal,4.00g,59.00g,10.00g,312 ,10,4,
320,깍두기 볶음밥,249kcal,3.70g,48.00g,6.00g,249 ,6,3,
321,핫바득템,269kcal,21.00g,4.00g,16.00g,269 ,16,21,
322,훈제메추리알,40kcal,2.50g,2.00g,2.00g,40 ,2,2,
323,주먹왕 참치마요&김치볶음밥,411kcal,11.00g,64.00g,14.00g,411 ,14,11,
324,추억의 강냉이,480kcal,0.00g,108.00g,8.00g,480 ,8,0,
325,구운계란득템,60kcal,3.40g,1.00g,6.00g,60 ,6,3,
326,참치마요&햄김치볶음 삼각김밥,346kcal,6.00g,65.00g,8.00g,346 ,8,6,
327,오거트 쫀득한 마카롱,461kcal,22.00g,62.00g,5.00g,461 ,5,22,
328,콘소메맛팝콘,370kcal,18.00g,46.00g,6.00g,370 ,6,18,
329,두툼한 등심돈가스,732kcal,28.00g,95.00g,25.00g,732 ,25,28,
330,오븐에 구운 바나나 파운드,228kcal,12.00g,28.20g,3.00g,228 ,3,12,
331,허니뻥이요,570kcal,22.00g,88.00g,6.00g,570 ,6,22,
332,춘천닭갈비김밥,332kcal,6.20g,58.00g,11.00g,332 ,11,6,
333,더큰 치즈 닭갈비 볶음밥,250kcal,4.00g,48.00g,6.00g,250 ,6,4,
334,플레인 요거트,70kcal,3.80g,5.80g,3.20g,70 ,3,3,
335,빅4샌드위치,497kcal,26.00g,48.00g,18.00g,497 ,18,26,
336,치킨 로메인 샌드위치,278kcal,9.00g,33.00g,17.00g,278 ,17,9,
337,돌아온 김치찌개 도시락,592kcal,11.00g,96.00g,27.00g,592 ,27,11,
338,파삭 튀김 떡볶이,617kcal,5.30g,132.00g,9.00g,617 ,9,5,
339,치킨텐더 샐러드박스,393kcal,18.00g,40.00g,18.00g,393 ,18,18,
340,확실한 제육김밥,405kcal,9.00g,63.00g,18.00g,405 ,18,9,
341,오리지널 버터 팝콘,355kcal,21.00g,36.00g,5.00g,355 ,5,21,
342,비빔참치마요 삼각김밥,178kcal,3.30g,33.00g,4.00g,178 ,4,3,
343,사과잼 모닝샌드,290kcal,10.00g,36.00g,14.00g,290 ,14,10,
344,커피우유,285kcal,4.00g,16.00g,3.60g,285 ,3,4,
345,소고기전주비빔,277kcal,5.00g,52.00g,6.00g,277 ,6,5,
346,리챔정식,748kcal,24.00g,108.00g,25.00g,748 ,25,24,
347,확!실한 참치김밥,404kcal,12.00g,54.00g,20.00g,404 ,20,12,
348,자이언트 라볶이,690kcal,3.30g,149.00g,17.00g,690 ,17,3,
349,크림 가득 빅슈,355kcal,22.00g,30.00g,9.00g,355 ,9,22,
350,엄마의 제육볶음 도시락,771kcal,29.00g,93.00g,35.00g,771 ,35,29,
351,꽉 담은 나폴리탄 스파게티,474kcal,26.00g,45.00g,15.00g,474 ,15,26,
352,치즈맛 라면스낵,196kcal,8.20g,27.30g,3.30g,196 ,3,8,
353,New 치즈브레드,536kcal,29.00g,56.00g,13.00g,536 ,13,29,
354,베리앤리코타 미니샐러드,176kcal,8.00g,20.00g,6.00g,176 ,6,8,
355,스윗콘 참치마요 삼각김밥,265kcal,5.00g,47.00g,7.00g,265 ,7,5,
356,대왕돈까스스파게티,1387kcal,35.00g,220.00g,48.00g,1387 ,48,35,
357,치킨살사샌드위치,298kcal,14.00g,28.00g,15.00g,298 ,15,14,
358,고래사어묵김밥,303kcal,3.40g,60.00g,9.00g,303 ,9,3,
359,타트체리 에이드,95kcal,0.00g,23.00g,0.00g,95 ,0,0,
360,햄샌드위치,305kcal,13.00g,38.00g,9.00g,305 ,9,13,
361,핫바득템 치즈,266kcal,22.00g,3.00g,14.00g,266 ,14,22,
362,매콤고등어정식,554kcal,14.00g,80.00g,27.00g,554 ,27,14,
363,3XL소고기전주비빔,277kcal,5.00g,52.00g,6.00g,277 ,6,5,
364,스팸김치김밥,340kcal,8.00g,57.00g,10.00g,340 ,10,8,
365,간장불고기,573kcal,17.00g,85.00g,20.00g,573 ,20,17,
366,믹스너트,247kcal,19.00g,10.00g,9.00g,247 ,9,19,
367,청양고추라면,430kcal,15.00g,66.00g,8.00g,430 ,8,15,
368,계란참치마요(CU),402kcal,10.00g,60.00g,18.00g,402 ,18,10,
369,레몬아이스티,130kcal,0.00g,33.00g,0.00g,130 ,0,0,
370,통민물장어구이덮밥,541kcal,17.00g,76.00g,21.00g,541 ,21,17,
371,초코렛타 골드,420kcal,21.00g,52.00g,5.00g,420 ,5,21,
372,비빔참치,181kcal,4.60g,29.00g,6.00g,181 ,6,4,
373,불고기계란 샐러드박스,447kcal,18.00g,45.00g,25.00g,447 ,25,18,
374,자몽에이드,65kcal,0.00g,16.00g,0.00g,65 ,0,0,
375,딸기샌드위치,300kcal,12.00g,43.00g,5.00g,300 ,5,12,
376,치즈닭갈비 김밥,341kcal,13.00g,46.00g,10.00g,341 ,10,13,
377,광장김밥,450kcal,13.00g,74.00g,10.00g,450 ,10,13,
378,함박&치킨 도시락,750kcal,26.00g,103.00g,26.00g,750 ,26,26,
379,관자살밥,200kcal,4.00g,36.00g,5.00g,200 ,5,4,
380,우유팥빙수,423kcal,5.00g,87.00g,7.00g,423 ,7,5,
381,크래미샌드위치,374kcal,18.00g,40.00g,13.00g,374 ,13,18,
382,생크림 가득 단팥빵,324kcal,8.00g,56.00g,7.00g,324 ,7,8,
383,땅콩샌드,373kcal,17.00g,48.00g,7.00g,373 ,7,17,
384,통통하게,75kcal,0.00g,10.00g,9.00g,75 ,9,0,
385,백종원의 매콤불고기 김밥,314kcal,6.00g,52.00g,13.00g,314 ,13,6,
