id,name,cal,fat,carbo,protein,cal2,protein2,fat2,basket
1188,크랜베리 치킨샌드,397kcal,13.00g,54.00g,16.00g,397 ,397 ,397 ,
1189,단백질 닭가슴살 샌드위치,386kcal,14.00g,51.00g,14.00g,386 ,386 ,386 ,
1190,모짜렐라 콘치즈 버거,442kcal,22.00g,45.00g,16.00g,442 ,442 ,442 ,
1191,참치김치김밥,310kcal,6.00g,53.00g,10.00g,310 ,310 ,310 ,
1192,쫀득롤케익 복숭아,480kcal,26.00g,56.00g,6.00g,480 ,480 ,480 ,
1193,자이언트닭가슴살오리지널,110kcal,1.00g,1.00g,24.00g,110 ,110 ,110 ,
1194,로제마라누들떡볶이,550kcal,6.00g,112.00g,12.00g,550 ,550 ,550 ,
1195,트리플불고기,590kcal,26.00g,66.00g,23.00g,590 ,590 ,590 ,
1196,미니식빵,251kcal,6.00g,43.00g,6.00g,251 ,251 ,251 ,
1197,매콤담백참치김치볶음밥,180kcal,3.60g,31.00g,6.00g,180 ,180 ,180 ,
1198,레몬녹차,145kcal,0.00g,36.00g,0.00g,145 ,145 ,145 ,
1199,스파이시마요 치킨샐러드,190kcal,9.00g,16.00g,10.00g,190 ,190 ,190 ,
1200,대만식 구운 새우 샤오롱바오,400kcal,17.00g,46.00g,16.00g,400 ,400 ,400 ,
1201,콘샐러드 샌드위치,432kcal,16.00g,62.00g,10.00g,432 ,432 ,432 ,
1202,추억의 햄버거,639kcal,39.00g,51.00g,21.00g,639 ,639 ,639 ,
1203,영양삼각 멸치 우엉 땡초,219kcal,7.00g,33.00g,6.00g,219 ,219 ,219 ,
1204,국민집밥 소불고기 삼각김밥,197kcal,3.70g,34.00g,7.00g,197 ,197 ,197 ,
1205,명란크랩유부초밥,484kcal,20.00g,63.00g,13.00g,484 ,484 ,484 ,
1206,마성의 돈까스,1076kcal,44.00g,136.00g,34.00g,1076 ,1076 ,1076 ,
1207,몬스터후랑크,260kcal,19.00g,6.00g,16.00g,260 ,260 ,260 ,
1208,쫀득한마카롱 썸머프룻,423kcal,19.00g,59.00g,5.00g,423 ,423 ,423 ,
1209,치즈김치볶음주먹밥,255kcal,7.00g,43.00g,5.00g,255 ,255 ,255 ,
1210,오트 크랜베리쿠키,170kcal,7.00g,25.00g,2.00g,170 ,170 ,170 ,
1211,광양식 불고기 삼각김밥,181kcal,2.30g,35.00g,5.00g,181 ,181 ,181 ,
1212,슈러스크,138kcal,8.00g,15.00g,1.00g,138 ,138 ,138 ,
1213,부드럽고 연한 닭가슴살,120kcal,0.90g,2.00g,26.00g,120 ,120 ,120 ,
1214,경양식돈까스와 미트볼펜네,849kcal,41.00g,91.00g,29.00g,849 ,849 ,849 ,
1215,복닭면,370kcal,3.80g,68.00g,16.00g,370 ,370 ,370 ,
1216,B.L.T 비엘티 샌드위치,230kcal,10.00g,25.00g,10.00g,230 ,230 ,230 ,
1217,눈꽃치즈닭갈비,887kcal,39.00g,83.00g,51.00g,887 ,887 ,887 ,
1218,매콤불고기삼각김밥,148kcal,1.30g,31.00g,3.00g,148 ,148 ,148 ,
1219,BLT 샌드위치 (130g),230kcal,10.00g,25.00g,10.00g,230 ,230 ,230 ,
1220,꽃맛살샐러드 샌드위치,348kcal,16.00g,41.00g,10.00g,348 ,348 ,348 ,
1221,신기한 물젤리,55kcal,0.00g,11.00g,0.00g,55 ,55 ,55 ,
1222,고창복분자 너비아니 김밥,350kcal,6.00g,60.00g,14.00g,350 ,350 ,350 ,
1223,쫀득한 마카롱 녹차,314kcal,14.00g,43.00g,4.00g,314 ,314 ,314 ,
1224,리챔 샌드위치,449kcal,17.00g,60.00g,14.00g,449 ,449 ,449 ,
1225,의성마늘떡갈비 김밥,343kcal,7.00g,58.00g,12.00g,343 ,343 ,343 ,
1226,리챔 치킨도시락,748kcal,24.00g,108.00g,25.00g,748 ,748 ,748 ,
1227,참치마요 데리덮밥,706kcal,30.00g,88.00g,21.00g,706 ,706 ,706 ,
1228,창녕양파불고기버거,482kcal,26.00g,47.00g,15.00g,482 ,482 ,482 ,
1229,통새우치즈버거,410kcal,22.00g,44.00g,9.00g,410 ,410 ,410 ,
1230,제주 흑돼지 불고기 삼각김밥,215kcal,4.30g,38.00g,6.00g,215 ,215 ,215 ,
1231,백종원 맛있닭가슴살 정식,798kcal,22.00g,121.00g,29.00g,798 ,798 ,798 ,
1232,짬뽕불고기 도시락,686kcal,18.00g,110.00g,21.00g,686 ,686 ,686 ,
1233,유자민트티,125kcal,0.00g,31.00g,0.00g,125 ,125 ,125 ,
1234,쿠키 티라미수,610kcal,36.00g,64.00g,8.00g,610 ,610 ,610 ,
1235,아인슈페너 티라미수,231kcal,11.00g,29.00g,4.00g,231 ,231 ,231 ,
1236,빅모나카,222kcal,8.00g,34.00g,3.00g,222 ,222 ,222 ,
1237,감자빵,267kcal,7.00g,45.00g,6.00g,267 ,267 ,267 ,
1238,묵은지 햄마요 김밥,347kcal,11.00g,53.00g,9.00g,347 ,347 ,347 ,
1239,뉴햄에그 샌드위치,340kcal,16.00g,38.00g,20.00g,340 ,340 ,340 ,
1240,빅바베큐치즈버거,382kcal,14.00g,49.00g,15.00g,382 ,382 ,382 ,
1241,통햄구이참치마요 삼각김밥,218kcal,5.90g,36.00g,5.00g,218 ,218 ,218 ,
1242,집밥은 씨유 육개장,27kcal,0.80g,4.00g,1.00g,27 ,27 ,27 ,
1243,돈먹고 돈워리 돈까스 샌드위치,399kcal,19.00g,38.00g,19.00g,399 ,399 ,399 ,
1244,헤이루 우유,65kcal,3.60g,5.00g,3.00g,65 ,65 ,65 ,
1245,뉴게맛살&햄치즈샌드위치,377kcal,18.00g,42.00g,12.60g,377 ,377 ,377 ,
1246,크랜베리 단호박 샐러드,400kcal,23.00g,45.00g,3.00g,400 ,400 ,400 ,
1247,햄에그 디럭스 샌드위치,505kcal,29.00g,44.00g,17.00g,505 ,505 ,505 ,
1248,불고기 듬뿍 버거,487kcal,23.00g,47.00g,23.00g,487 ,487 ,487 ,
1249,홍콩식 삼겹볶음 삼각,211kcal,7.00g,31.00g,6.00g,211 ,211 ,211 ,
1250,치킨 단호박 샌드위치,302kcal,14.00g,34.00g,10.00g,302 ,302 ,302 ,
1251,메이플라떼,165kcal,5.80g,23.00g,5.00g,165 ,165 ,165 ,
1252,펭러뷰 쇼콜라케익,500kcal,24.00g,61.00g,10.00g,500 ,500 ,500 ,
1253,매콤 순살 치킨버거,411kcal,23.00g,36.00g,15.00g,411 ,411 ,411 ,
1254,점보치즈불고기버거,660kcal,40.00g,54.00g,21.00g,660 ,660 ,660 ,
1255,뿌려먹는 자연치즈 모짜렐라,59kcal,4.30g,0.00g,5.00g,59 ,59 ,59 ,
1256,딸기콘,145kcal,6.00g,21.00g,2.00g,145 ,145 ,145 ,
1257,하이프로틴 초코,150kcal,3.30g,14.00g,15.00g,150 ,150 ,150 ,
1258,매콤알싸 청양참치마요,171kcal,4.80g,27.00g,5.00g,171 ,171 ,171 ,
1259,춘천식닭갈비&서울식소불고기,333kcal,4.50g,63.00g,10.00g,333 ,333 ,333 ,
1260,백종원불오리삼각김밥,207kcal,7.00g,31.00g,5.00g,207 ,207 ,207 ,
1261,코코아아몬드,120kcal,9.00g,7.00g,3.00g,120 ,120 ,120 ,
1262,Big 드링킹 요구르트 애플망고,74kcal,2.00g,12.00g,2.00g,74 ,74 ,74 ,
1263,치킨시저샐러드,220kcal,17.00g,5.00g,12.00g,220 ,220 ,220 ,
1264,판타스틱치킨버거,475kcal,23.00g,48.00g,19.00g,475 ,475 ,475 ,
1265,햄에그치즈,429kcal,21.00g,43.00g,17.00g,429 ,429 ,429 ,
1266,칠리크랩핫도그,310kcal,10.00g,45.00g,10.00g,310 ,310 ,310 ,
1267,채식장조림 삼각김밥,196kcal,4.00g,34.00g,6.00g,196 ,196 ,196 ,
1268,수원식 왕갈비 치킨,380kcal,16.00g,32.00g,27.00g,380 ,380 ,380 ,
1269,트러플피자,460kcal,12.00g,63.00g,24.00g,460 ,460 ,460 ,
1270,육즙만두봉,190kcal,15.00g,4.00g,10.00g,190 ,190 ,190 ,
1271,햄페스츄리,225kcal,13.00g,22.00g,5.00g,225 ,225 ,225 ,
1272,깍두기볶음밥 삼각김밥,249kcal,3.70g,48.00g,6.00g,249 ,249 ,249 ,
1273,복분자 너비아니 반상,806kcal,26.00g,102.00g,41.00g,806 ,806 ,806 ,
1274,우무 커스터드 아이스크림,197kcal,12.00g,20.00g,2.00g,197 ,197 ,197 ,
1275,마요크랩명란유부밥바,414kcal,10.00g,71.00g,10.00g,414 ,414 ,414 ,
1276,삼육두유 모나카,174kcal,6.00g,28.00g,2.00g,174 ,174 ,174 ,
1277,비엘티샌드위치,230kcal,10.00g,25.00g,10.00g,230 ,230 ,230 ,
1278,스팸 참치마요 밥바,331kcal,15.00g,40.00g,9.00g,331 ,331 ,331 ,
1279,소프트계란과자,750kcal,35.00g,100.00g,9.00g,750 ,750 ,750 ,
1280,빅 요구르트,45kcal,0.00g,10.00g,1.20g,45 ,45 ,45 ,
1281,에그 코우슬로 샌드위치,226kcal,10.00g,29.00g,5.00g,226 ,226 ,226 ,
1282,양념숯불갈비맛 삼각김밥,175kcal,2.10g,35.00g,4.00g,175 ,175 ,175 ,
1283,자이언트닭가슴살블랙페퍼,100kcal,0.80g,3.00g,21.00g,100 ,100 ,100 ,
1284,모찌모찌롤 티라미수,245kcal,14.00g,25.00g,4.00g,245 ,245 ,245 ,
1285,추억의 그시절 경양식,626kcal,18.00g,94.00g,22.00g,626 ,626 ,626 ,
1286,불고기왕가득 김밥,293kcal,5.00g,53.00g,9.00g,293 ,293 ,293 ,
1287,김치크림볶음밥,534kcal,18.00g,85.00g,8.00g,534 ,534 ,534 ,
1288,트리플치즈버거,548kcal,36.00g,41.00g,15.00g,548 ,548 ,548 ,
1289,매콤 판타스틱 치킨버거,475kcal,23.00g,48.00g,19.00g,475 ,475 ,475 ,
1290,매실불고기정식,604kcal,16.00g,88.00g,27.00g,604 ,604 ,604 ,
1291,모두의급식 제육편,804kcal,28.00g,100.00g,38.00g,804 ,804 ,804 ,
1292,점보 빅도그,409kcal,21.00g,42.00g,13.00g,409 ,409 ,409 ,
1293,월넛쿠키,254kcal,14.00g,29.00g,3.00g,254 ,254 ,254 ,
1294,띵작 쫀득롤케익 멜론,485kcal,25.00g,58.00g,7.00g,485 ,485 ,485 ,
1295,한판모둠순대,181kcal,4.60g,26.00g,9.00g,181 ,181 ,181 ,
1296,통밀햄&참치,340kcal,16.00g,34.00g,15.00g,340 ,340 ,340 ,
1297,백종원 더블너비아니,391kcal,11.00g,55.00g,18.00g,391 ,391 ,391 ,
1298,촉촉한초코칩쿠키,226kcal,10.00g,32.00g,2.00g,226 ,226 ,226 ,
1299,한우불고기삼각,183kcal,3.40g,32.00g,6.00g,183 ,183 ,183 ,
1300,게맛살 참치 디럭스 샌드위치,399kcal,19.00g,44.00g,13.00g,399 ,399 ,399 ,
1301,구운 갈비&매운갈비 왕교자,461kcal,20.00g,52.00g,20.00g,461 ,461 ,461 ,
1302,중화식짜장볶음밥,430kcal,4.70g,88.00g,9.00g,430 ,430 ,430 ,
1303,더블 닭가슴살 샐러드,285kcal,8.20g,38.84g,14.34g,285 ,285 ,285 ,
1304,매콤고추장불고기,206kcal,3.80g,37.00g,6.00g,206 ,206 ,206 ,
1305,양념치킨한끼,676kcal,20.00g,99.00g,25.00g,676 ,676 ,676 ,
1306,뉴 소고기고추장 삼각김밥,187kcal,3.00g,30.00g,10.00g,187 ,187 ,187 ,
1307,초코크림가득 빅슈,435kcal,27.00g,39.00g,9.00g,435 ,435 ,435 ,
1308,백종원 베이컨크림 파스타,586kcal,18.00g,81.00g,25.00g,586 ,586 ,586 ,
1309,아카시아꿀물,120kcal,0.00g,30.00g,1.00g,120 ,120 ,120 ,
1310,데리야끼 치킨 주먹밥,268kcal,4.00g,51.00g,7.00g,268 ,268 ,268 ,
1311,ㄷㅇ?ㅇㅂㄱ,740kcal,38.00g,92.00g,8.00g,740 ,740 ,740 ,
1312,참치김볶,223kcal,7.00g,34.00g,6.00g,223 ,223 ,223 ,
1313,오트밀크,200kcal,7.00g,26.00g,8.50g,200 ,200 ,200 ,
1314,씨유우유,65kcal,4.00g,4.50g,3.00g,65 ,65 ,65 ,
1315,에그 포테이토,248kcal,12.00g,29.00g,6.00g,248 ,248 ,248 ,
1316,더블고기정식,870kcal,42.00g,88.00g,35.00g,870 ,870 ,870 ,
1317,닭갈비유부밥바,285kcal,5.00g,50.00g,10.00g,285 ,285 ,285 ,
1318,탑티어 통닭다리살버거,536kcal,28.00g,52.00g,19.00g,536 ,536 ,536 ,
1319,달고나 케익,300kcal,11.00g,46.00g,4.00g,300 ,300 ,300 ,
1320,달콤칠리 닭가슴살 & 병아리콩 잡곡밥,285kcal,4.30g,42.00g,19.00g,285 ,285 ,285 ,
1321,남도 떡갈비 김밥,421kcal,13.00g,62.00g,14.00g,421 ,421 ,421 ,
1322,햄프씨드 바질 샐러드,135kcal,3.30g,18.00g,9.00g,135 ,135 ,135 ,
1323,4.5 빅등심돈까스버거,664kcal,32.00g,72.00g,22.00g,664 ,664 ,664 ,
1324,작은별딸기스낵,395kcal,21.00g,47.00g,4.00g,395 ,395 ,395 ,
1325,브라운슈가 버블티맛 구미볼,212kcal,12.00g,24.00g,2.00g,212 ,212 ,212 ,
1326,채식주의 샐러드,230kcal,11.00g,23.00g,9.00g,230 ,230 ,230 ,
1327,짭짤담백 통리챔김볶,168kcal,1.80g,33.00g,5.00g,168 ,168 ,168 ,
1328,매실고추장불고기 삼각김밥,273kcal,4.50g,49.00g,9.00g,273 ,273 ,273 ,
1329,리얼플레인스콘,465kcal,23.00g,60.00g,5.00g,465 ,465 ,465 ,
1330,달닭 삼각김밥,170kcal,1.50g,34.00g,5.00g,170 ,170 ,170 ,
1331,데리야끼 꼬꼬닭 삼각김밥,179kcal,2.10g,36.00g,4.00g,179 ,179 ,179 ,
1332,듬뿍 참치마요,318kcal,10.00g,48.00g,9.00g,318 ,318 ,318 ,
1333,달콤간장닭꼬치,214kcal,10.00g,17.00g,14.00g,214 ,214 ,214 ,
1334,스팸김치덮밥,453kcal,13.00g,72.00g,12.00g,453 ,453 ,453 ,
1335,쿠키티라미수,610kcal,36.00g,64.00g,8.00g,610 ,610 ,610 ,
1336,달콤한 우유크림 빅슈,395kcal,31.00g,21.00g,8.00g,395 ,395 ,395 ,
1337,거꾸로 계란초밥,168kcal,2.70g,32.00g,4.00g,168 ,168 ,168 ,
1338,통새우 튀김 빅밥바,371kcal,11.00g,59.00g,9.00g,371 ,371 ,371 ,
1339,맵달바싹불고기,183kcal,3.00g,33.00g,6.00g,183 ,183 ,183 ,
1340,떡갈비 밥바,318kcal,10.00g,47.00g,10.00g,318 ,318 ,318 ,
1341,애플파이,415kcal,23.00g,46.00g,6.00g,415 ,415 ,415 ,
1342,베이컨 땡초 김밥,356kcal,8.00g,58.00g,13.00g,356 ,356 ,356 ,
1343,대파제육볶음,166kcal,1.50g,33.00g,5.00g,166 ,166 ,166 ,
1344,오리지널 마르게리따 피자,544kcal,16.00g,70.00g,30.00g,544 ,544 ,544 ,
1345,치킨치즈치치버거,439kcal,23.00g,41.00g,17.00g,439 ,439 ,439 ,
1346,우무 땅콩 아이스크림,246kcal,18.00g,27.00g,4.00g,246 ,246 ,246 ,
1347,더블 2XL 리챔참치마요,283kcal,7.00g,43.00g,12.00g,283 ,283 ,283 ,
1348,13곡 초코바,110kcal,6.00g,11.00g,2.00g,110 ,110 ,110 ,
1349,메론우유,130kcal,5.40g,16.00g,4.20g,130 ,130 ,130 ,
1350,미니프레첼&아몬드 체다치즈맛,250kcal,11.00g,28.00g,9.00g,250 ,250 ,250 ,
1351,콘칩 매콤달콤한맛,270kcal,16.00g,29.00g,2.70g,270 ,270 ,270 ,
1352,마포식양념불고기덮밥,584kcal,12.00g,90.00g,29.00g,584 ,584 ,584 ,
1353,육간장불고기 삼각김밥,180kcal,3.50g,31.00g,6.00g,180 ,180 ,180 ,
1354,트러플머쉬룸버거,337kcal,17.00g,33.00g,13.00g,337 ,337 ,337 ,
1355,안동식 찜닭김밥,332kcal,8.00g,52.00g,13.00g,332 ,332 ,332 ,
1356,바나나푸딩 바닐라크림,455kcal,32.00g,40.00g,3.00g,455 ,455 ,455 ,
1357,고창복분자 너비아니 삼각,201kcal,3.70g,35.00g,7.00g,201 ,201 ,201 ,
1358,모두의급식 소불고기,767kcal,27.00g,104.00g,27.00g,767 ,767 ,767 ,
1359,ㅇㅈ?ㅇㅇㅈ,570kcal,27.00g,75.00g,7.00g,570 ,570 ,570 ,
1360,대만식 구운 샤오롱바오,420kcal,25.00g,29.00g,19.00g,420 ,420 ,420 ,
1361,오색비빔 리조또,588kcal,20.00g,82.00g,20.00g,588 ,588 ,588 ,
1362,찍어먹는 참치김밥,453kcal,21.00g,49.00g,17.00g,453 ,453 ,453 ,
1363,바싹불고기 삼각김밥,240kcal,8.00g,35.00g,7.00g,240 ,240 ,240 ,
1364,로제돈까스김밥,386kcal,9.00g,66.00g,10.00g,386 ,386 ,386 ,
1365,김치듬뿍 삼각김밥,171kcal,2.50g,34.00g,3.00g,171 ,171 ,171 ,
1366,백종원의 한줄김밥,373kcal,9.00g,63.00g,10.00g,373 ,373 ,373 ,
1367,모두다돼지 도시락,864kcal,28.00g,114.00g,39.00g,864 ,864 ,864 ,
1368,그린티 초코바,189kcal,12.00g,19.00g,2.00g,189 ,189 ,189 ,
1369,점보4단샌드 햄치킨&칠리크랩,367kcal,11.00g,55.00g,12.00g,367 ,367 ,367 ,
1370,에그&스윗포테이토 두툼 샌드위치,491kcal,23.00g,58.00g,13.00g,491 ,491 ,491 ,
1371,눈꽃치즈찜닭 삼각김밥,173kcal,5.00g,27.00g,5.00g,173 ,173 ,173 ,
1372,리얼비프버거,666kcal,34.00g,66.00g,24.00g,666 ,666 ,666 ,
1373,햄 토마토 디럭스 샌드위치,435kcal,23.00g,46.00g,11.00g,435 ,435 ,435 ,
1374,매콤등심 돈까스버거,628kcal,32.00g,63.00g,22.00g,628 ,628 ,628 ,
1375,달콤한 인절미 아이스,286kcal,10.00g,45.00g,4.00g,286 ,286 ,286 ,
1376,초코소라빵,305kcal,20.00g,36.00g,5.00g,305 ,305 ,305 ,
1377,민트초코바,265kcal,13.00g,35.00g,2.00g,265 ,265 ,265 ,
1378,오늘은 치킨이닭 도시락,834kcal,26.00g,119.00g,31.00g,834 ,834 ,834 ,
1379,화이트초코링,220kcal,12.00g,25.00g,3.00g,220 ,220 ,220 ,
1380,블루베리 땅콩잼 샌드위치,423kcal,19.00g,52.00g,11.00g,423 ,423 ,423 ,
1381,NCT-REX HOT 돈까스 삼각김밥,222kcal,4.20g,40.00g,6.00g,222 ,222 ,222 ,
1382,빅페퍼마요 직화불고기버거,568kcal,32.00g,54.00g,16.00g,568 ,568 ,568 ,
1383,점보 4단샌드 햄치킨,386kcal,10.00g,51.00g,23.00g,386 ,386 ,386 ,
1384,햄치즈 브리또,350kcal,16.00g,37.00g,13.00g,350 ,350 ,350 ,
1385,짱구는 카레대왕,445kcal,3.20g,97.00g,7.00g,445 ,445 ,445 ,
1386,The 부드러운 베이컨에그 샌드위치,306kcal,14.00g,36.00g,9.00g,306 ,306 ,306 ,
1387,THE충김볶이슈레시피 삼각김밥,189kcal,2.80g,37.00g,4.00g,189 ,189 ,189 ,
1388,대파제육볶음 삼각김밥,166kcal,1.50g,33.00g,5.00g,166 ,166 ,166 ,
1389,햄치즈에그샌드,247kcal,11.00g,29.00g,8.00g,247 ,247 ,247 ,
1390,점보4단샌드 햄치킨,383kcal,11.00g,56.00g,15.00g,383 ,383 ,383 ,
1391,치킨볼 닭강정맛,330kcal,12.00g,53.00g,3.00g,330 ,330 ,330 ,
1392,매콤불고기 버거,287kcal,7.00g,40.00g,16.00g,287 ,287 ,287 ,
1393,고깃집 볶음밥 김밥,342kcal,10.00g,48.00g,15.00g,342 ,342 ,342 ,
1394,화이트초코케이크,655kcal,30.00g,87.00g,8.00g,655 ,655 ,655 ,
1395,야키토리묵 스페셜,760kcal,32.00g,82.00g,36.00g,760 ,760 ,760 ,
1396,2XL 닭갈비볶음밥,239kcal,4.80g,41.00g,8.00g,239 ,239 ,239 ,
1397,반반참치불고기,335kcal,7.00g,56.00g,12.00g,335 ,335 ,335 ,
1398,100PRO 클래식불고기버거,482kcal,22.00g,48.00g,23.00g,482 ,482 ,482 ,
1399,이금기 삼겹살구이정식,800kcal,40.00g,82.00g,28.00g,800 ,800 ,800 ,
1400,고소한 마늘바게트,540kcal,24.00g,69.00g,12.00g,540 ,540 ,540 ,
1401,어니언 불고기 주먹밥,354kcal,6.00g,65.00g,10.00g,354 ,354 ,354 ,
1402,스팸매콤덮밥,640kcal,24.00g,88.00g,18.00g,640 ,640 ,640 ,
1403,무지개 케이크,635kcal,28.00g,84.00g,10.00g,635 ,635 ,635 ,
1404,순살치킨 스테이크,205kcal,12.00g,2.00g,22.00g,205 ,205 ,205 ,
1405,롱롱 치킨버거,553kcal,21.00g,70.00g,21.00g,553 ,553 ,553 ,
1406,훈제삼겹살 삼각김밥,173kcal,3.70g,31.00g,4.00g,173 ,173 ,173 ,
1407,제주흑돼지두루치기김밥,316kcal,8.00g,48.00g,13.00g,316 ,316 ,316 ,
1408,모찌롤 플레인,158kcal,10.00g,15.00g,2.00g,158 ,158 ,158 ,
1409,타마고산도,396kcal,16.00g,39.00g,24.00g,396 ,396 ,396 ,
1410,주먹왕 매콤불고기&전주비빔밥,416kcal,8.00g,74.00g,12.00g,416 ,416 ,416 ,
1411,찐빵도 요리다(갈비),238kcal,6.00g,37.00g,9.00g,238 ,238 ,238 ,
1412,크랜베리 호밀 샌드위치,315kcal,16.00g,35.00g,8.00g,315 ,315 ,315 ,
1413,청포도 스파클링,125kcal,0.00g,31.00g,0.00g,125 ,125 ,125 ,
1414,토핑 3배 참치마요,278kcal,6.00g,48.00g,8.00g,278 ,278 ,278 ,
1415,The 부드러운 계란 샌드위치,394kcal,22.00g,36.00g,13.00g,394 ,394 ,394 ,
1416,계란참치마요김밥,402kcal,10.00g,60.00g,18.00g,402 ,402 ,402 ,
1417,왓더맵 떡볶이,709kcal,4.60g,157.00g,10.00g,709 ,709 ,709 ,
1418,반숙에그샌드,408kcal,20.00g,40.00g,17.00g,408 ,408 ,408 ,
1419,소불고기치즈김밥,373kcal,9.00g,58.00g,15.00g,373 ,373 ,373 ,
1420,궁극의 도시락 불백편,653kcal,25.00g,74.00g,33.00g,653 ,653 ,653 ,
1421,주먹왕 전주비빔,410kcal,10.00g,68.00g,12.00g,410 ,410 ,410 ,
1422,생크림 딸기 샌드,313kcal,13.00g,45.00g,4.00g,313 ,313 ,313 ,
1423,이탈리안 티라미수,333kcal,21.00g,32.00g,5.00g,333 ,333 ,333 ,
1424,사천식 불오리 도시락,780kcal,24.00g,110.00g,31.00g,780 ,780 ,780 ,
1425,애플파이,345kcal,14.00g,50.00g,4.00g,345 ,345 ,345 ,
1426,우유창고파르페,266kcal,10.00g,39.00g,5.00g,266 ,266 ,266 ,
1427,갈릭 페퍼 치킨 두툼 샌드위치,497kcal,29.00g,47.00g,12.00g,497 ,497 ,497 ,
1428,고구마무스케이크,570kcal,24.00g,82.00g,7.00g,570 ,570 ,570 ,
1429,꿀배에이드,115kcal,0.00g,28.00g,1.00g,115 ,115 ,115 ,
1430,로제 돈까스 김밥,386kcal,9.00g,66.00g,10.00g,386 ,386 ,386 ,
1431,스위트콘 핫도그,350kcal,15.00g,45.00g,9.00g,350 ,350 ,350 ,
1432,대게그라탕,470kcal,37.00g,23.00g,11.00g,470 ,470 ,470 ,
1433,빅불고기치즈버거,413kcal,17.00g,49.00g,16.00g,413 ,413 ,413 ,
1434,포두부,410kcal,17.40g,18.60g,44.60g,410 ,410 ,410 ,
1435,꼬꼬 간장 덮밥,415kcal,11.00g,64.00g,15.00g,415 ,415 ,415 ,
1436,오븐에 구운 호두파이,204kcal,12.00g,21.00g,3.00g,204 ,204 ,204 ,
1437,수 정찬,1068kcal,44.00g,119.00g,49.00g,1068 ,1068 ,1068 ,
1438,파르페 망고,282kcal,10.00g,46.00g,2.00g,282 ,282 ,282 ,
1439,트위스트,150kcal,7.00g,20.00g,2.00g,150 ,150 ,150 ,
1440,매콤 야끼소바 라면,430kcal,14.00g,67.00g,9.00g,430 ,430 ,430 ,
1441,통밀 치킨,360kcal,12.00g,40.00g,23.00g,360 ,360 ,360 ,
1442,고추참치마요덮밥,495kcal,11.00g,86.00g,13.00g,495 ,495 ,495 ,
1443,창녕마늘햄유부초밥,505kcal,17.00g,70.00g,18.00g,505 ,505 ,505 ,
1444,뉴소고기고추장삼각김밥,184kcal,1.50g,37.00g,6.00g,184 ,184 ,184 ,
1445,고기2배,200kcal,3.50g,34.00g,8.00g,200 ,200 ,200 ,
1446,통고기산적 삼각김밥,209kcal,4.50g,36.00g,6.00g,209 ,209 ,209 ,
1447,듬뿍참치마요,318kcal,10.00g,48.00g,9.00g,318 ,318 ,318 ,
1448,GET 로어슈거라떼,119kcal,6.50g,10.00g,5.00g,119 ,119 ,119 ,
1449,누가 비스킷 오리지널,65kcal,2.60g,9.00g,1.00g,65 ,65 ,65 ,
1450,자연농원 햄 페스츄리 샌드위치,309kcal,17.00g,32.00g,7.00g,309 ,309 ,309 ,
1451,6찬정식,680kcal,20.00g,97.00g,28.00g,680 ,680 ,680 ,
1452,함박삼각김밥,188kcal,3.60g,34.00g,5.00g,188 ,188 ,188 ,
1453,딸기초코파이,454kcal,28.00g,46.00g,5.00g,454 ,454 ,454 ,
1454,옛날미숫가루,200kcal,3.00g,39.00g,4.00g,200 ,200 ,200 ,
1455,하와이안 로코모코 버거,301kcal,9.00g,41.00g,14.00g,301 ,301 ,301 ,
1456,떠-블 떡갈비버거,487kcal,23.00g,48.00g,22.00g,487 ,487 ,487 ,
1457,토달토달 샌드위치,301kcal,13.00g,39.00g,7.00g,301 ,301 ,301 ,
1458,베이컨 토마토 비프버거,457kcal,21.00g,49.00g,18.00g,457 ,457 ,457 ,
1459,쫀득롤케익 복숭아요거트,357kcal,17.00g,43.00g,7.00g,357 ,357 ,357 ,
1460,에그 스테이크 머핀샌드,316kcal,16.00g,32.00g,11.00g,316 ,316 ,316 ,
1461,고구마아몬드샐러드,175kcal,7.00g,26.00g,2.00g,175 ,175 ,175 ,
1462,불고기마요 햄말이,271kcal,8.50g,39.00g,9.70g,271 ,271 ,271 ,
1463,트리플 불고기 치즈버거,694kcal,46.00g,47.00g,23.00g,694 ,694 ,694 ,
1464,토핑2배 소고기고추장,179kcal,1.70g,37.00g,4.00g,179 ,179 ,179 ,
1465,7찬 매콤 불고기,744kcal,24.00g,103.00g,29.00g,744 ,744 ,744 ,
1466,피자빵빵버거,298kcal,10.00g,35.00g,17.00g,298 ,298 ,298 ,
1467,백종원의 빽햄 스페셜정식,708kcal,24.00g,93.00g,30.00g,708 ,708 ,708 ,
1468,햄참치게맛살샌드,391kcal,23.00g,36.00g,10.00g,391 ,391 ,391 ,
1469,연유딸기찰떡꼬치,456kcal,7.58g,91.00g,6.25g,456 ,456 ,456 ,
1470,뉴요크치즈에그버거,507kcal,31.00g,37.00g,20.00g,507 ,507 ,507 ,
1471,베스트 4단 샌드위치,402kcal,22.00g,40.00g,11.00g,402 ,402 ,402 ,
1472,가나슈 레이어 케익,490kcal,29.00g,54.00g,5.00g,490 ,490 ,490 ,
1473,맥시멈 3단 버거,578kcal,30.00g,57.00g,20.00g,578 ,578 ,578 ,
1474,Nct-rex hot 돈까스 김밥,534kcal,14.00g,87.00g,15.00g,534 ,534 ,534 ,
